|review|airline
659|I used to love Lufthansa back in the day but not anymore.   5 hours late Miami to Frankfurt with hardly any updates and conflicting information.   Then no breakfast served because crew was over their time.       Then.  Frankfurt to Cairo. They load the bus to get to a remote plane and we waited on an overcrowded bus for 45 min.  They told us the plane had a problem so the took us to another plane.   Been 90 minutes now and no restroom very poor air circulation and again no updates.     Problems happen and I don't judge an airline for weather or mechanicals but I do judge them for how they respond.   I will never fly Lufthansa again|lufthansa
660|Lufthansa delayed the refund for a month after we cancelled our flight, even though they promised a 7 day refund. They said it was their staff/system error. When I asked for the waive of cancellation fees, they make me do all kinds of things, including, picture license, bank information ( they won't refund to the credit card for whatever reason), boarding pass ( I sent them the confirmation email , but that was not good enough.), I don't have boarding pass because I cancelled the flight two weeks before the boarding date. Then they want selfies with drivers license. Now 1 1/2 months later, I got an e mail today asking me exactly the same thing they asked in the first email . I will never use this company again.|lufthansa
661|The best airline on the planet! You won't believe all the leg room in coach, plus their wine is delicious.|lufthansa
662|"Everything was pretty good except the lady at the baggage check in, in Frankfurt. She talked down to me. She is not a happy person and should consider getting another job.  How can I possibly see a small digital scale embedded on the counter unless it is pointed out to me?  Do you really need to yell at me and treat me like an idiot because I didn't see it?  Anyway, I hope things go better for her so she can be a happy person. Being angry at everyone all day can't possibly be good for your health.  

People never forget how you made them feel. Hence, the 3 stars.

People at baggage check in were confused and told me to go upstairs. They guy up there said line was too long and to go back downstairs. They should use walkie-talkies.

Food on plane was great.  Flight attendants were awesome."|lufthansa
663|"I am a frequent flyer with American and United Airlines and travel every week within US and occasionally in international routes. I have flown in quite a few major airlines in the world in first, business and economy class. This is my first time flying Lufthansa business because of its star alliance partnership with United. I must acknowledge that I had one of the best experience flying from DFW to FRA to DXB. The cabin crew in both segments were extremely friendly and accommodating of all requests in a very polite manner. It was nice of the parser to come and introduce herself as soon as we boarded at DFW. The flight attendants were always alert and asking if I needed anything before I asked and very prompt in responding to call button. Food and beverage selections were of high quality and nice to see that Lufthansa selects the menu items keeping dietary restrictions for all cultures and religions, there's something for everyone in the short menu.

The business class flat seats were comfortable for me. However, someone taller and heavier than me may have a bit issue stretching.

Overall, my experience with Lufthansa and its cabin crew was extremely enjoyable and it will be at the top my of list in my future international travel from US to wherever Lufthansa flies.

#Airwolf"|lufthansa
664|The experience on Lufthansa was a little mixed. The staff except for one flight attendant was terrific, pleasant and accommodating. There are some things that Americans should know - in economy class the areas under the seats are very small and will not fit a regular sized backpack without encroaching on your leg room. Economy is very cramped for a long flight. A purse or small backpack will be fine. The in flight entertainment is generous and headphones are provided along with pillows and blankets for overnight flights. The food is pretty good but there is not a choice in a menu card in the seat back. The staff will give you a choice IF there is one. Very efficient boarding.|lufthansa
665|"Lost Luggage, TERRRIBLE Customer serice
#1, they insisted on taking our suitcases at the gate because the plane was full. Keep in mind this was a direct flight from Frankfurt to Paris. We get to Charles De Gaulle and wait and wait... 1 hour later one of their employees approaches us and tells us our luggage is in Frankfurt. We spend another hour filling out paper work and are promised that our luggage will arrive that evening and be delivered to our apartment This never happens, and we receive no calls or emails about the status of our luggage. It is FREEZING in Paris and we have no sweaters, or the appropriate shoes. We spend hours on the phone with the worst customer service department in Germany, whose employees clearly did not care. They wouldn't even tell us where our luggage was. Two days later it was delivered. Horrible experience. Will never fly them again and I warn you - that they lost the luggage of at least 12 people on that flight."|lufthansa
666|"My review, continued...

The dinner choices were pasta and chicken, and they couldn't confirm if they had a specific ingredient in the pasta.  (You'd think that they would have an ingredient list!)  Not wanting to risk eating the pasta without knowing if that ingredient was in it, I decided on the chicken.  Not only did I not have a choice, but the person beside me ordered the chicken, which came with rice, and it looked pretty tasty.  However, the dish I got was not what my neighbour had, and I'm not even certain it was chicken.  It was some mystery meat (probably pork) with BBQ sauce (I hate BBQ sauce, and the chicken my neighbour had did not have that sauce on it), and instead of rice, it was some nasty mush (quinoa?).  Also, the salad came with feta cheese all over it, something that makes me extremely ill (my neighbour's salad was different, of course, and did not have feta cheese).  I swear, they somehow knew that I don't eat pork, BBQ sauce, and goat cheese--I'm surprised there weren't bananas in the dish.

When I asked the flight attendant why I had not gotten the same dish as my neighbour, they it was because they ran out.  First of all, if you run out of something, tell the person, so they can decide weather or not to go with the alternative.  Second, if there were only two choices, as claimed, WTF was this third meal?  But the worst part is, the flight attendant who took my order outright LIED to me, because when I asked if I would be getting the same dish as my neighbour, he said YES.  I asked another flight attendant about why I had gotten a completely different meal than my neighbour when I was ordering the same dish, and they said some bullshit about how I got ""regular economy class chicken"", not ""premium economy class chicken.""  I don't know if I quite believe it, but at least it's an explanation, whether true or not.  

So no dinner for me, but I had some snacks that kept me satisfied enough (ie. I did not get hypoglycemic.)  Not that I could have eaten dinner anyway, as the asshole in front of me would not move his seat up during dinner time (he was fully reclined).  I asked a flight attendant to ask the guy to move his seat up (this is when I thought I was going to be able to eat dinner), and they said that they don't ask people to move their seats up, in case people want to sleep.  On every single flight I have ever been on, during meal time, flight attendants ask everyone to move their seat up as a courtesy for those trying to eat, and I have seen flight attendants wake people up to do so.  I was not impressed.  And because the guy in front of me would not move his seat up, I spilled water all over my jeans, and had to spend the next seven hours with wet jeans (thank goodness it wasn't wine).

About halfway through the flight, I felt something on my elbow, which I had resting on my arm rest (I was in an aisle seat).  It was the asshole behind me who thought it was perfectly appropriate and acceptable behaviour to place his feet up on my arm rest.  I pushed his filthy feet off my arm, and thankfully he got the hint and did not dare place his feet on my arm rest again.  

Then breakfast time rolled around.  The asshole in front of me once again had his seat reclined all the way back, and this time I demanded that the flight attendant make him move it up (during dinner time, because the flight attendant refused to ask him, I had to tell him to move his seat).  I could tell they weren't too happy about my request.  For breakfast they were serving omelettes, and because I don't eat pork, I asked if the omelette was vegetarian, and the flight attendant said YES.  So imagine my surprise and disgust when I bite into my omelette, only to discover SAUSAGE in it.  WTF.  I asked a direct question, and the flight attendant outright LIED to me.  And when I told him there was sausage in it, I could tell by his reaction that he knew he had lied.

Lufthansa, to my surprise, offers unlimited free alcohol, which is always a bonus in my books because I like to drink.  (I have never been on a flight that offers free alcohol, so this was a novelty for me.)  But despite the fact that you can get free booze on Lufthansa, they still get one star.  Also, despite having four glasses of wine on a practically empty stomach, I did not feel tipsy at all.  

I was dreading the flight home, but to my surprise, it was fine.  The staff were actually really nice and did not lie to me about anything, and I could actually eat the food, which was quite tasty.  No complaints about the flight home.  But despite the pleasant flight home, the first flight was so horrific that they get one star."|lufthansa
667|"This was my first time flying with Lufthansa, and ugh, what a horrible experience.  Right from the get go there were problems, and the staff were rude and unhelpful.

I booked my flight to Prague through a travel agent, flying from Vancouver to Frankfurt, then onto Prague.  The itinerary with my flight details indicated I was flying Air Canada, flight # [xyz].  However, it turned out that I was flying Lufthansa flight # [abc], because Air Canada had purchased the seat from Lufthansa, or something or other that really doesn't matter.  The point is, I thought I was flying Air Canada, yet I was actually flying Lufthansa, something I did not realize until I got the YVR.  The reason why this was significant was because when I tried to check-in at the airport using the self check-in machine (there is no customer service these days at airports, it seems), it wouldn't work, since my Air Canada flight technically did not exist.  I then saw on the departures board that there was a flight to FRA with Lufthansa leaving at the same time as my flight.  

Wanting to confirm that it was my fight, I went to the employee at the Lufthansa counter, who was doing fuck all, for some assistance.  But he refused to listen to my question, cutting me off as I was trying to explain my predicament, and told me to check-in at the self check-in machine.  Frustrated, I went to an Air Canada employee, and the very nice employee helped me out, explaining that I was indeed flying with Lufthansa, and told me that if I were unsure of my flight number, I could check-in by scanning my passport, information that the Lufthansa employee could easily have told me, had he been bothered to listen to my question.

On the plane, my movie screen, a touch screen (which also controlled the overhead light), would not work.  Not realizing that I was not the only one with the problem (as the people beside me and other people near me all had working screens), I told a flight attendant about the issue, and they seemed rather irritated with me.  It turned out that there was some glitch and quite a few screens were malfunctioning, so they did a re-set of their computer system to get them working.  Not having my screen work right away wasn't an issue, but they way they spoke to me and handled the situation was unpleasant.

However, a rude airport employee and rude flight attendant are minor issues compared to what came next.  But due to Yelp's limit on length, my review is too long, so stay tuned for the rest of my review, posted as an ""update""...."|lufthansa
668|I had a round-trip flight from Tel Aviv - Frankfurt and really had no complaints. I flew the normal economy seating. I was served an ok breakfast to Frankfurt. The dinner meal back to TLV was better. Free alcohol is a plus!  The crew was great both ways. We had a slight delay out of Frankfurt (weather) and the pilots were very apologetic, even if it was out of their control.  I would definitely fly with Lufthansa again in the future.|lufthansa
669|"Here's one bit of helpful travel advice: When flying to Europe and coming back to the USA, try to avoid using an American Carrier. That's assuming that you're traveling on a Legacy airline and not one of the discount carriers.

Gayle and I recently ended a wonderful 2-Week Holiday in Spain and used Lufthansa on both the SFO to Frankfurt and FRA to Madrid legs. We were also on Lufthansa from Barcelona to Frankfurt, but then ended up on United for the final leg home. Here were some key comparisons between the respective intercontinental German and US flights (Economy Class):

LUFTHANSA TO FRANKFURT

Free Newspapers
Free Wine and Beer
Tasty And Plentiful Food
Snacks Available in the Galley.
Prompt and Efficient Service
On Demand Movies (etc.) at Our Seat
Friendly Honeymooners Sitting Nearby
A380 with Decent Leg Room
On Time Arrival

UNITED TO SAN FRANCISCO

Free Newspapers Available at the Nearby Lufthansa Gate
$7 For Cheap Wine - $6 for Beer
OK Food at No Charge. For Purchase Options Also Available.
Sporadic OK Service and Stay Out of the Galley!
Single Movie Screen in Economy Cabin. Zookeeper? Really?
Couple With Bad BO and Their 2 Fussy Twin Babies Sitting Nearby
747 with Better Leg Room (!)
On Time Arrival

We also compared our Portugal travel experience last year (2010) and found our impressions to be fairly consistent. For example, our Coach seat on Portugal's TAP Airlines (coming back from Lisbon) was in many ways a nicer experience than flying Business Class from Philadelphia to Lisbon on US Air.

Gayle and I also found the Europe-based Lufthansa flights offered good service, decent food and beverages, and an otherwise comfortable experience. At the same time, we're not huge fans of the Frankfurt Airport, of which walks can be long, signage can be confusing, and getting help can sometimes be ""endearing"". I hear that Munich may be a better German Airport to connect through....."|lufthansa
670|"This was our first time traveling with Lufthansa Airlines, departing from Madrid Spain to Munich Germany. It happened to be the same day that the airline pilots decided to go on strike. Good thing we were on the last flight out from Madrid to Munich Germany before the strike started.

Our flight was delayed departing from Madrid, but we actually arrived on time to Munich Germany (thank goodness for tail winds!)

What warrants a 5-star rating for Lufthansa was -- my husband and I had a connecting international flight from Munich to Toronto Canada (within 40 min of our arrival to Munich). Every minute was precious or else we would completely miss the only flight out of Munich to Toronto!

Immediately after we got out of the plane in Munich, there was a Lufthansa agent waiting for the passengers that needed to get onto the connecting Toronto flight! There were 6 of us total & he escorted us through the huge airport to the customs line.
He even got us to the front of the customs line since our international flight was about to depart! We quickly went through customs and the agent continued to escort us to the Air Canada flight to Toronto!

We had only 15 min to spare to get our boarding pass from the agent at the counter & then board the plane! The 6 of us were pretty much the last ones to board this transatlantic flight!

Phew!! What a relief to make this flight on time, we give credit to the organization & efficiency of Lufthansa for making this happen! :) glad they had that agent waiting for us once we arrived in Munich.

There was no way that we would've been able to locate the customs area and then get to our next gate if we had to do it all on our own!

Note: we really liked the thin seats on our Lufthansa flight, I've never seen such thin seats before on any USA based flights.
Also our flight was only two hours from Madrid to Munich, yet they still served a meal, incredible. I've never heard of that before?

The reason we would give it 4 stars out of 5 is that this airline went on strike 4 times already in a span of 1 year, isn't that enough already?! :) other than that, they are great."|lufthansa
671|"The whole process of flying is made easier by Lufthansa.Efficient. Non Intrusive Service
U.S. Carriers pale in comparison..Worth considering them for your next European Trip."|lufthansa
672|"We booked flights from Amsterdam to Rome and Rome to Paris.  Both flights had a layover in Frankfurt.  The flight to Rome was okay and on time, however my brand new hard case luggage was substantially damaged.  The service center told me that I would have to file a claim online. I was okay with that. The flight from Rome to Paris was delayed because it arrived late to Rome. We missed Our connecting flight from Frankfurt to Paris because of the delay.  The airline told us we were re-booked on a 2 pm flight.  Not happy about the two hour delay, but could be worse.  

Now, as I literally sit on the floor of the Lufthansa Service Center writing  this review, we are waiting for our boarding passes (denied access to the roped-off seating area because the guy believed he already helped us).  Ha Ha!! were just told that we have been booked on the 4:45 pm flight! To top it off, all three of our seats are middle seats, in different rows. None of our seats are together.  I pre-paid for a car service to take us from airport to hotel. Was told they are not going to wait five hours for us to arrive and I am out the money. And of course....  I was told that any complaints with Lufthansa must be filed online.

I travel internationally twice a year. First and last time on this airline. This has been the worst experience I have had with an airline. No sense of customer service. I find myself wondering where our luggage will end up. SMH"|lufthansa
673|I was traveling from Washington DC to Frankfurt. Our first flight from Atlanta (by a different airline which I will not mention) was messed up. However there was a supervisor, her name is Marva (5/31/17 Gate B45 4pm) (may be misspelling her name) she was wonderful courteous and on top of it. She knew exactly what she was doing and was being pulled back and forth every other second but she maintained her composure and was professional at all times. Not only were we upgraded for something that was not their fault treated very kindly. I would like for her to be recognized for her great job.|lufthansa
674|"In an era where it feels like airlines are cutting corners everywhere they possibly can it is refreshing to fly Lufthansa, a company which still values their customers.  I've flown with them numerous times over the years in continental Europe and there is a reason why I keep coming back to them.  

The flight attendants are always welcoming and attentive.  They always speak to you with a smile and in general treat you pretty well.  I have to say that passenger agents though are not as good.  It's not that they're rude or anything it's just that they don't seem to be at the same level as the cabin crew.  

Even on short-haul flights you can expect to be taken care of.  They always feed you (for free no less).  As some of you may know free food is not always the norm on some airlines.  On overseas flights they are very attentive even if you're in economy class.  You'll be well fed and the flight attendants pass through the cabin frequently with drinks.  The entertainment systems are better on other airlines but everything else is pretty good.  Best yet is that you get legroom!  I'm pretty tall and have taken many flights where my knees were touching the seat so I always appreciate legroom.

Lufthansa is flying done right and I wish other airlines would take note and do the same.  I have to say that after my most recent trip with them I arrived at my destinations tired but in a good mood because I really enjoyed my flights.  They really go out of their way to make sure that you the customer are taken care of."|lufthansa
675|Business class on a Lufthansa plane is the same as coach. 3 seat rows and no leg room.|lufthansa
676|"Happy Evening in US

Reached india by Lufthansa airlines - FRA - to MAA to see my mother

016 2398438653

Great experience in Frankfurt airport gate- the lady was able to get me a great seat aisle seat i need to mention as well

Gate b25
boarding time 9:25am

seat -32H

non smoker

LH 758/064
Also UA 9130

UAP

I cannot say more words if there are any other place to mention I would be happy to do for you guys

Great and outstanding experience

I had an amazing experience. I always support Lufthansa and few great people in your Organization in United States and Germany.

I was in Flight 758/FRA-MAA /26March 2014
I cannot say more words for the Economy class crew. To mention the name who did great job are
Siegfried mximillan Von der laave
manfred christiian roth -highly humorous , awesome, he really cares for kids and what not -very hale and healthy person.
Christina Barsoochi -may look tough -highly and one of the Best Professional airport flight crew I have come across-very objective, thorough, she goes through things in detail- She is a great asset.
Tanja Meister
Kamila Haromszeki-we cannot say more words about her-she is meant for the right indsutry-one of the best airport crew who is suited for airport industry-very caring, nice, smiling, they say she should be model for Lufthansa advertisement or marketing-very nice person.

--"|lufthansa
677|"I have always heard good things about Lufthansa. Is it true? Indeed YES! Maybe just a little above normal service from other airlines. It doesn't bother me that much but when the person sitting in front of you puts their seat back and you're watching television, their seat comes forward and it is slightly annoying. You can't really tell the other person to not do it because it is part of the comfort zone to sleep in that manner. I have read fights during flights have occurred because of this reason. Everyone on board has the right to do it. On a Lufthansa flight I thought this was less intrusive/annoying.

I've flown about a dozen airlines to know the tiny differences. I know every flight is different so I'll speak only for a normal flight with no issues. Boarding is on time and landing was smooth. The pilots I can understand when they make announcement. The stewardesses are pleasant. Most airlines have pleasant stewardesses anyway. In terms of food, I like the spread. If I had to compare to what I normally fly: Delta, I'd say Lufthansa is three times better in my opinion.

However, Lufthansa could improve on their movie selection. But with the slightly improvement in comfortability that can slide, even the bathrooms were better."|lufthansa
678|Lufthansa gate agent was amazing. Quickly figured out the crazy itinerary resulting from an air Canada cancelled flight (followed by 3 rebookings). The Lufthansa people quickly found the optimal way to get me to Budapest. Great work.|lufthansa
679|I was on a short flight from Frankfurt to Nice on Lufthansa.  Although it was only a 1 1/2 hour flight, the two flight attendants served everyone a yogurt drink & a packet of fresh apple slices then came by with a drink cart including complementary bottled wine!  Pretty darn good for an economy class hopper flight. See a few pictures.|lufthansa
680|"Long-Haul Flights: 3 stars
Short-Haul Flights: 4 stars

I recently did Singapore-Frankfurt-Prague with Lufthansa, and it was good overall. I was in a new Airbus A380 for the long haul, and to be honest I didn't like it that much. There weren't any foot rests and I felt like the rows were a bit too close together; when all the seats are reclined back and you are sitting in the window seat, it's definitely a struggle to get out to the aisle! Their in-flight entertainment system has a good selection of TV shows, movies, and music, but I don't think it's very user friendly. It may seem all high tech with a touch screen, but it's not very responsive and lags a lot. On my way to Frankfurt, mine didn't even work! Going back to Singapore, it was lagging, and still cumbersome to navigate. However, they did offer live World Cup coverage, so that spares them from further criticism.

The food was just okay. For dinner, they had 2 choices, for breakfast, only one choice. If I recall correctly, SQ has 3 choices for dinner, and maybe 2-3 for breakfast.

Believe it or not, I thought the snacks they served on the short-haul flight were better. What I thought would be a dry croissant for breakfast turned out to be my all-time favourite CHOCOLATE CROISSANT! I was all, OOH GIRL, YOU KNOW ME SO WELL! And coming back from Prague, we were given a chicken with black bean sauce wrap; surprisingly juicy and well seasoned.

I didn't encounter any issues with the check-in staff or the flight attendants. We also had a tight connection in Frankfurt for our flight going back to SG and were worried that our luggage wouldn't make it, but luckily it did! Kudos to the luggage guys at Frankfurt!

Given my in-flight experience on their long-haul, Lufthansa wouldn't be my first choice when traveling to Europe from Asia, but for short-hauls within Europe, I wouldn't mind at all."|lufthansa
681|This is my favorite airport in the world.  And Lufthansa is by far the most helpful & professional of airlines!  Our flight from Rome was delayed so we cannot get back to USA til tomorrow, & they put us into the Sheraton in the airport.  This is so civilized!  The poor customer service rep was overwhelmed by the almost 100 passengers who did not make their connections yet she was kind, patient, professional.  This is how airlines should be run!  Thank you, Lufthansa!|lufthansa
682|We used Lufthansa from Frankfurt to Orlando round trip and it had to be the worst or should I say Wurst flights every! We will never fly with this airline again and will tell our customers that Delta would be a much better option. Horrible check in procedures, bad food. hard seats, less leg room that most airlines, and a very dirty plane.|lufthansa
683|"I am extremely disappointed with Lufthansa and their arrogant attitude. I was flying with my boyfriend for a 9 hours flight and we wanted to sit together. However, without telling anything to me I got rebooked last minute to an empty premium economy seat while my boyfriend was in the economy seat. Since next to my new seat there was not anybody, after the boarding was completed I asked my boyfriend to move up. The hostess saw him and started shouting to him that he had to pay 300$ to sit there making him look as somebody that was stealing!!! I tried to explain the situation but she didn't want to hear. It was extremely embarrassing!

So, I decided to move back to the seat I was originally assigned in economy. While I was moving there, another hostess was moving for FREE an entire family from economy to economy premium because they couldn't be seated together...

I moved back to the seat that I was originally assigned in economy to have a 9 hours flight together with my boyfriend and the screen was broken and the seat didn't move... Seriously?!!?!?

It was the worst humiliating experience ever. I understand that rules are rules but I honestly think that rules should apply 1) for everybody and 2) with common sense. In this situation Lufthansa didn't have either of them. I am frequent traveler, I spend lots of money on trips and definitely this was my last trip with Lufthansa."|lufthansa
684|I have had good experiences from Lufthansa arriving/leaving out of Dulles Airport.  All of my experiences weren't 5 star but I didn't come back complaining about something that went wrong.  This time I got tickets through United and well I didn't mind flying either United or Lufthansa but because the service is generally better on European/Asian airlines I chose Lufthansa.  The plane was a newer/bigger plane and I'm not entirely fond of the 3-4-3 configuration but the seats were comfortable.  Economy plus gets you a long way for those that don't like to push extra money.  Our flight was smooth and we arrived on time the staff/flight attendants were helpful and friendly.  The food was tolerable - not that great but I didn't get sick and there were good amount of options for things to drink, less for wine.  Overall I've enjoyed my flights with Lufthansa.|lufthansa
685|I checked in my parents in defined seats. When we arrived at the airport suddenly they were not checked in and they did not have there seats together. I showed the lady the check in information but she did not care and gave us attitude. She even planed me for the screw up. Of course now they could not sit together for the 9 hour flight. Shitty attitude and bad service     Fly delta. They are friendly and at least they try to help you.|lufthansa
686|Lufthansa is deceptive in its communications on re-booking ticket fees.  The change fee is understandable.  But the price charged for a re-booked ticket is significantly higher than the price of a new ticket,  in fact the re-book pricing + change fee are MORE than the charge for a new ticket.  They would not resolve my issue on the phone despite a 3 hour phone call.  Be careful with Lufthansa on the issue of needing to change flights.|lufthansa
687|"Lufthansa is by far the worst airline ever.  I solely fly them from California to Frankfurt ONLY because of their internet feature.  If another airline gets an internet feature to fly from either California or Boston to Frankfurt, I will immediately change all future travel plans.

Complaint 1:
This airline rips you off.  For example, I have flown back and forth to Germany nine times this year.  Everytime I purchase a ticket, I add my miles and more number.  Hoewver, EVERY time I get to the airport, the rewards number is simply not there and i'm told that it's SIMPLE to add the miles after the flight.  I'm told that ALL I have to do is keep my ticket and I can just fill out a form and voila, it works.  

This is a blantant lie.  If you are told this lie, do not leave the counter.  

Adding points retroactively is nearly impossible.  First, you have to fill out a form online, this form asks for twelve fields such as booking class (economy A, B, C, D, E F, G, etc), ticket number beginning with 220, date and time of flight, gate number etc.  
Unlike the representative said, it is not possible to find all of these things on your boarding pass.

In that case, Lufthansa forces you to pay 20 euros to get the information that you don't have.  Simply calling them won't help you.  They say that they can't access it and it's a different apartment.  The form asks you to wait up to a month to hear back from them.   And, don't let me forget to mention that you have to do all of this within six months.

Complaint 2:
Everytime I fly, something doesn't work.  Whether my T.V., my seatback (on a seat where it is suppose to) or they forget my gluten free meal so I end up not being able to eat very much.  
During the flight, I never want to be rude or cause too much havoc, as I won't die without a t.v. or without my seat leaning back. However, I do feel that after multiple occasions, if nothing else, I should at least be able to file a formal complaint.

No can do.

Complaint 3:

I have written a letter and called three different offices ranging form their south africa office to their German office and various emails from both the lufthansa.de and the lufthansa.com websites.  Their response? You've written the wrong dept, please call customer service."|lufthansa
688|"Lufthansa, Your outstanding service did it again!

Lufthansa, you are the best airline in the world. You treat your customers very well. Your flight attendants are the best and so sweet and caring. There is hardly a time where they don't have a smile! I have never had a bad flight with this airline. Business class on the 747-400 ( retrofitted) and the 747-8i has to be the best. or one of the best. This is my favourite airline after SWISS. I'll have to write about them next. The food is good ( a bit heavy ) but still it is delicious. Whenever i get a chance. I'd fly with them again. But they do need to lower their prices because i know Business class is 2,000 dollars pp. usually. Expensive! Hey, it's worth the price.
Vielen dank Lufthansa für deine freundlich Flugbegleiter und tolles Service.
#nonstopyou"|lufthansa
689|"Pretty much every terminal in Frankfurt or Munich from Lufthansa has free coffee. Great idea to keep customers happy.
Thanks Lufthansa
chaqula.com/carlos/photo…"|lufthansa
690|Generally efficient operation. They handle self absorbed passengers well and seem to be well trained. Boarding area very clean. I would only recommend they work on their boarding control better. Huge mob seems to stay balled up even after the staff clearly state what numbers should be boarding.|lufthansa
691|"I have flown on Lufthansa several times.  They connect many U.S. and Canadian cities to 2 German hubs, and connections to Southern European airports are excellent.

Lufthansa is a veritable compendium of positives and negatives.  The positives are that they are punctual and their flight crew, based on announcements coming from the cockpit, seem very professional and one feels they are in competent hands.  That cannot be discounted.  I prefer to deal with Lufthansa reservations on this side of the pond, in the U.S., because you get the efficiency of a German outfit buffered by better American customer service. Compared to some more relaxed European carriers (Alitalia and TAP Portugal), the customer service counters at FRA and MUC are exacting.  They have all the answers, but someone needs to tell some of their employees to check their hemorrhoid issues at the door upon coming to work.

The negative is the in-cabin flight service.  They can be too stern for my taste.  If you choose to be a flight attendant, try to do a good job of pretending to like your job, and smile.  They have some great alternatives to be able to cross the pond if your preferred routes are booked solid - MUC to SFO, FRA to Toronto, and FRA to Vancouver, from which you can then finish your journey on United or Air Canada.  I will never forget flying LH from Frankfurt to Toronto one summer, returning to the States through Canada.  About an hour after take-off, the big 747 was bouncing around like a bath tub toy after passing Ireland and while over the Irish Sea, just as meal service had commenced. One matronly flight attendant was walking through the larger rear cabin of the jumbo, shouting:  ""Everybody seet down.  Fasten your seat belts.  Vee cannot serve now.  It ees too dangerous.""  All right, already.  We get it.

Truthfully, dealing with the Germanic Lufthansa is often a double-edged sword.  You get punctuality and efficiency.  You also get stoicism with a dose of attitude thrown in.  They could include charm school in training their employees who have contact with the public.  I only fly Lufthansa when I have a free multi-airline Star Alliance ticket and can select from various carriers.  I prefer not to fork over my own money to travel on them. However, I do applaud them for being the launch customer for Boeing's latest and greatest - the majestic Boeing 747 8-i."|lufthansa
692|I made horrible continental as well as intercontinental flight experiences with Lufthansa. The flight to Zurich was to bear but the long one to Tokyo was dreadful! The airplane was old and TV monitors on top were in bad quality remembering 70s era. Additionally there was no space for legs because of bad seat pitch and that was very painful! Food quality was just bad. Given blankets were old and also made my black trousers appearing dirty!! I complained to cabin crew but they didn't have a dust cleaning roller! Since then I don't fly with Lufthansa anymore!|lufthansa
693|"Good airline friendly staff. My only complaint is there excess baggage charges for carryons and that fact that some of their long haul flights do not have tvs in every seat.
They feed you well and serve alcohol throughout the flight. My BOS-FRA flight was on time as was my regional flight."|lufthansa
694|"Lufthansa's online reservation service has a feature which allows you to hold a ticket price for 48 hours.  I reserved a flight and, mistakenly thinking later that I had completed the purchase, I did not act on it further.  Exactly 48 hours after making the reservation, I received an email cheerfully notifying me that Lufthansa had cancelled me and I had lost €30 by forfeiture, according to contract.  I called the customer service number and asked to be transferred to a supervisor.  I gave my reservation code: 8PGPYM.  He gave me his ID: DCSB (David).  I asked him why I had not received a reminder email to complete the purchase within 48 hours, before cancellation and forfeiture of €30.  He said that a reminder email had been sent an hour earlier. (I knew this to be false, so it made me more curious.)  I asked if he could please re-send that same reminder e-mail, as I had not received it.  He said ""no,"" and added that it would not be worth my time and money to take legal action against Lufthansa to prove whether such an email had been sent or not.  Essentially, he was admitting that he had lied earlier about the reminder email being sent.  My question to Lufthansa is: how do you want to treat customers?  What happened to me will happen to anyone who forgets to complete the purchase within 48 hours, you DO NOT send reminder emails (I know this from my experience and talking to others), and you will become famous as the airline which cleverly pickpockets its passengers.  Is that really the reputation you want?"|lufthansa
695|On arrival in Frankfurt I asked to change my seat on the return flight.  I had already paid a fee for a pre-assigned seat and the Lufthansa agent told me I had to pay again because it was paid to a travel agency. I know that the travel agency remits the fee to Lufthansa as required when the ticket is issued so it is never necessary to pay the fee twice. The agent refused to change the seat. On my return flight I encountered an extremely rude and nasty flight attendant. Lufthansa certainly needs to understand the value of good customer service.|lufthansa
696|Terrible customer service and very unhelpful. We checked in and got seats a week ago and confirmed two aisle seats on our flight from Frankfurt to Boston. Confirmed again two aisle seats this morning in Athens that when we got on our flight in Frankfurt we would have two aisle seats across from eachother. When we got to the gate suddenly we have two middle seats after confirming on two different occasions that we will have two aisle seats and then there is nothing they can do.  With this airline, the customer is not important all they want is your money.|lufthansa
697|Terrible, terrible - do not fly lufthansa.  They have the worst customer service at the desk in the airport and do not accommodate you even if you have a dire need to sit in a window or roomy seat.  I'm traveling today on an emergency and I had already paid an additional $1,050 to travel on an emergency and I tried to explain to the lady at the gate counter - in vain. She would not understand or try to help me. I have terrible foot edema in one foot and it is really uncomfortable when I travel.  Every other airline accommodated me except for Lufthansa.  It was a mean and cold experience.  I am never flying this airline again.  TERRIBLE|lufthansa
